municipio_entidad,departamento_entidad,codigo_municipio_ent,oferentes_prom,ind_prom_oferentes,perc_contr_cerrada_num,perc_contr_cerrada_val,HHI_cant,HHI_val,ID_cant,ID_val,ofertas_prom,ind_prom_ofertas,ganadoras,IC4K_cant,IC4K_val,perc_tiempo_adiciones,perc_valor_adiciones,ind_valor_adiciones,ind_riesgo_corrupcion,latitud,longitud
Momil,Córdoba,23464,NA,NA,88.88888888888889,97.18794656008046,13.932980599647266,24.211096051391685,1.3888888888888888,24.21109568927058,NA,NA,5.555555555555558,56.34920634920635,77.47456309460625,12.698412698412698,3.571428571428571,1.7728672035239492,34.821075860148234,9.275361042,-75.64474136714286
Mongua,Boyacá,15464,NA,NA,100,100,31.11111111111111,36.866077284511434,0,36.86607329003432,NA,NA,0,80,91.767356397683,0,0,0,39.976776799391416,5.754242228,-72.79809049
Monguí,Boyacá,15466,NA,NA,100,100,25,85.0102499656835,0,85.01024991363512,NA,NA,0,100,100,25,0,0,48.63729545142577,5.723404072,-72.84926001
Moniquirá,Boyacá,15469,36,95.68862275449102,74.54545454545455,78.5595079339469,34.25160697887971,50.418142042951075,2.787878787878788,50.418137228932544,11.5,85.44303797468355,8.787878787878787,89.39393939393939,96.94866397773832,2.272727272727273,4.488682578953367,2.228194676751603,42.94735339967879,5.869852648,-73.565947885
Moñitos,Córdoba,23500,NA,NA,100,100,12,20.640662331711468,2.2222222222222223,20.640662048870738,NA,NA,9.999999999999998,50,80.17475254794006,0,0,0,34.094330645624886,9.199301310923078,-76.12397998384616
Montebello,Antioquia,5467,NA,NA,100,100,28.890306122448976,44.67947029974459,17.857142857142854,44.67946927747773,NA,NA,39.285714285714285,92.85714285714286,94.87179540715685,0,0,0,47.131051984486405,5.92140623525,-75.5330468975
Montecristo,Bolívar,13458,NA,NA,100,100,18.36734693877551,25.093044730336633,4.761904761904762,25.093044592262675,NA,NA,14.28571428571429,71.42857142857142,95.70351520215176,0,0,0,39.0581906679504,8.2098135688,-74.531208517
Montelíbano,Córdoba,23466,NA,NA,86.97318007662835,88.20064924763973,82.28740036112212,85.30662901260199,34.64696223316913,55.9198865361153,NA,NA,10.153256704980844,80.45977011494253,92.30682436468076,0,0,0,46.70233039156702,7.985511049545455,-75.67470183818182
Montenegro,Quindío,63470,NA,NA,100,100,20.057539682539684,30.45708236658524,4.642857142857142,30.457081141335653,NA,NA,9.583333333333332,69.28571428571428,84.27586614406124,13.333333333333334,5.805304918287428,2.8817697149046575,40.029345538328755,4.5370486987,-75.80149097500001
Montería,Córdoba,23001,19.08888888888889,97.71390552228875,84.78991596638656,85.27491225785076,54.0345618427965,62.10724746484223,15.257542910604135,47.41413797632256,4.948148148148148,93.73652133145804,15.824579831932773,88.55007803987395,94.24623274700768,0.8249871597329224,0.31663211959202114,0.15717707611395082,45.87612045256015,8.616615112442624,-75.9446825595082
Monterrey,Casanare,85162,6,99.28143712574851,46.55172413793103,45.98676859871486,51.843043995243754,54.47558054336667,0.24630541871921183,8.951160816699343,2,97.46835443037975,1.7241379310344807,17.24137931034483,50.998581824489406,44.827586206896555,10.775847342544138,5.349160976257618,37.801945077844074,4.826769073428571,-72.86266538142857
Morales,Bolívar,13473,NA,NA,100,100,25,50.95406634978144,14.285714285714285,50.95406622974753,NA,NA,37.5,87.5,94.12629421906206,0,0,0,46.3060068049598,8.287505054090909,-73.87064636454545
Morales,Cauca,19473,NA,NA,88.88888888888889,80.27066654846506,16.04938271604938,30.659105043345445,5.555555555555555,30.659104668747407,NA,NA,22.22222222222222,66.66666666666666,87.466740267154,11.11111111111111,5.437545936432587,2.6992131203397514,37.91155437056642,2.7652313665,-76.64004142166667
Morelia,Caquetá,18479,NA,NA,100,100,14.285714285714285,30.856660616725744,0,30.85666043909829,NA,NA,0,57.14285714285714,92.03619004246936,0,0,0,35.84740200797877,1.487623369,-75.7245814
Morroa,Sucre,70473,NA,NA,100,100,72.78911564625851,74.12231750979619,4.761904761904762,22.366951922561885,NA,NA,4.761904761904764,71.42857142857142,78.59321774021043,9.523809523809524,4.988720457182749,2.476414888104724,47.29607703914715,9.37004482575,-75.33361689333333
Mosquera,Cundinamarca,25473,467,44.07185628742515,75.45454545454545,78.03478715650954,49.99752628324057,59.58736691562049,2.348901098901099,44.43262830191973,1,98.73417721518987,5.064935064935064,86.36904761904762,96.09708086963862,1.4285714285714284,3.9267567825978715,1.949253128503237,41.94867335765484,4.6909858416,-74.2535647
Mosquera,Nariño,52473,NA,NA,92.85714285714286,97.76283425942144,63.265306122448976,76.71541520569444,14.285714285714285,53.43083028276796,NA,NA,14.285714285714285,85.71428571428571,95.52566851884288,0,0,0,47.059022453622134,2.5016676624285714,-78.40684416357144
Motavita,Boyacá,15476,NA,NA,75,75.90797512309788,23.1875,27.622354264750086,13.61111111111111,27.62235306675152,NA,NA,30,75,83.74367885550058,0,0,0,36.73387448676906,5.5776996,-73.36784105
Murillo,Tolima,73461,NA,NA,100,100,55.37190082644628,59.24982198182879,1.8181818181818181,18.49964355238601,NA,NA,4.545454545454547,45.45454545454546,76.9371008147461,0,0,0,41.4792810361333,4.818898157,-75.15025856
Murindó,Antioquia,5475,NA,NA,100,100,10.059171597633137,16.113321569312905,2.564102564102564,16.11332108341454,NA,NA,15.384615384615385,46.15384615384615,66.49583265555965,0,0,0,32.43371726591543,6.8740664912,-76.829748546
Mutatá,Antioquia,5480,NA,NA,84.61538461538461,88.41032151830464,22.596153846153847,36.65964579777446,8.333333333333332,36.65964385977918,NA,NA,12.5,65.38461538461539,90.09328307889695,0,0,0,37.14479432495121,7.311165673666666,-76.49881384833334
Mutiscua,Norte de Santander,54480,NA,NA,75,75.44264861274475,31.25,40.20810104723347,21.428571428571427,40.208100470414884,NA,NA,37.5,87.5,97.10586927010834,0,0,0,42.31229003260527,7.290717418666667,-72.74515849666666
Muzo,Boyacá,15480,NA,NA,90.625,94.91282835693445,82.8125,88.72149057687403,21.428571428571427,54.88596214431693,NA,NA,9.375,87.5,98.35388573248417,0,0,0,48.251584838552034,5.532462867,-74.10275078
Nariño,Antioquia,5483,NA,NA,76.92307692307693,68.37271907895308,11.242603550295858,14.258074283747346,3.8461538461538463,14.258073134150498,NA,NA,15.384615384615385,46.15384615384615,66.23373934883708,0,0,0,27.492257142684153,5.566075496,-75.18481507999999
Nariño,Cundinamarca,25483,NA,NA,92.85714285714286,97.05251360609671,56.12244897959184,66.90178122103524,52.747252747252745,66.90178109882712,NA,NA,54.285714285714285,78.57142857142857,93.79757304339111,10.714285714285714,7.749999633699634,3.847121649814437,55.87702384631392,4.399836799,-74.82473179
Nariño,Nariño,52480,NA,NA,100,100,38.541666666666664,57.062740226332636,1.1904761904761905,57.062737922631364,NA,NA,4.166666666666667,87.5,97.2071973771037,8.333333333333334,0,0,44.909280041870836,1.288978992,-77.35797213
Nátaga,Huila,41483,NA,NA,100,100,53.51239669421488,56.820403506832264,2.5974025974025974,13.640806751829478,NA,NA,11.363636363636365,40.90909090909091,67.76950590080163,0,0,0,41.1213123880301,2.6255627335,-75.77027451000001
Natagaima,Tolima,73483,NA,NA,96.66666666666667,91.27241359322633,35.17746913580247,40.81843958246755,4.419191919191919,40.81843693087287,NA,NA,11.25,80,89.42893110272053,7.916666666666667,2.2963045634920634,1.1398920539768882,41.853270480382825,3.5104308898,-75.137433064
Nechí,Antioquia,5495,NA,NA,75,95.61410153765605,19.5,27.143987692658943,2.2222222222222223,27.14398692410224,NA,NA,9.999999999999998,80,95.61410153765605,0,0,0,36.8267648172903,7.990307316166667,-74.81617255166667
Necoclí,Antioquia,5490,NA,NA,90,97.84367885748134,16,30.409280184698147,6.666666666666667,30.40928012052883,NA,NA,19.999999999999996,60,96.50456755844874,0,0,0,37.94765393339044,8.465566013833334,-76.67134741
Neira,Caldas,17486,NA,NA,100,100,37.5,41.673857978862785,0,41.67385237684914,NA,NA,0,100,100,0,0,0,43.56125981626025,5.1820855325,-75.59884864375
Neiva,Huila,41001,28.892857142857142,96.53977758768178,78.03030303030303,78.70267391512269,55.925768637540365,63.685078078323656,4.765048010431927,45.527615480609995,5.535714285714286,92.99276672694394,6.170472763147568,88.69858406484377,95.42421269303358,1.9230769230769231,1.2549552027183606,0.6229632978215167,44.47067462958564,2.934249,-75.280831
Nemocón,Cundinamarca,25486,NA,NA,94.23076923076923,82.51666832184958,9.805579036348266,18.908965235506496,4.615384615384616,18.90896490303932,NA,NA,25.549450549450547,47.527472527472526,73.17649682886864,3.8461538461538463,7.0890178171557805,3.5190084141050777,33.7077242202786,5.086081451,-73.894915295
Nilo,Cundinamarca,25488,7.666666666666667,99.08183632734531,36.44444444444444,46.06178986143779,28.577777777777776,53.663995122463945,0.1360544217687075,53.663994919118124,2.083333333333333,97.36286919831224,3.3333333333333326,72,82.93933613788414,4,0,0,38.535732404885785,4.2872014315,-74.634848405
Nimaima,Cundinamarca,25489,NA,NA,88.88888888888889,83.26108264662136,20.67901234567901,34.14133718560994,1.3071895424836601,34.14133624520962,NA,NA,11.11111111111111,72.22222222222223,86.3975047943363,2.7777777777777777,2.710812863931776,1.3456551419795335,36.803872229149235,5.1249881864999995,-74.41749959
No definido,No definido,0,30.079928989139514,96.39761329471384,30.116959064327485,31.055836599520806,79.60436806301468,84.3646985492006,10.770975056689343,57.561323135837654,6.454553049289891,91.82967968444318,2.694235588972431,95.03401360544218,99.32310090304547,NA,0.035754314259763845,0.017748542317974722,48.84449446418334,NA,NA
Nobsa,Boyacá,15491,NA,NA,77.77777777777777,92.40461755922264,56.79012345679013,63.391144706059954,2.7777777777777777,26.782289224671118,NA,NA,5.555555555555558,55.55555555555556,89.40770237401937,0,0,0,40.4354306280984,5.770921313727273,-72.9370503790909
Nocaima,Cundinamarca,25491,NA,NA,85.71428571428571,90.84569609625733,14.285714285714285,27.66533969074577,0,27.66533904776215,NA,NA,0,57.14285714285714,94.66659318417277,0,24.58471760797342,12.203923075420676,37.00992061794792,5.061238174,-74.389150575
