nombre_entidad,municipio_entidad,codigo_municipio_ent,codigo_departamento_ent,orden_entidad,departamento_entidad,latitud,longitud,oferentes_prom,ind_prom_oferentes,perc_contr_cerrada_num,perc_contr_cerrada_val,HHI_cant,HHI_val,ID_cant,ID_val,ofertas_prom,ind_prom_ofertas,ganadoras,IC4K_cant,IC4K_val,perc_tiempo_adiciones,perc_valor_adiciones,ind_valor_adiciones,ind_riesgo_corrupcion
MINISTERIO DE VIVIENDA. CIUDAD Y TERRITORIO - MINIMA CUANTIA,Bogotá D.C.,11001,11,Nacional,Bogotá D.C.,4.3168398514615385,-74.20605366615385,48.333333333333336,94.2115768463074,0,0,33.33333333333333,46.40899620095002,0,46.40899430951041,14.333333333333334,81.85654008438819,0,100,100,NA,0,0,37.98420387208158
DEPARTAMENTO DE POLICIA CAQUETA - POLICIA NACIONAL DE COLOMBIA - DEPARTAMENTO DE POLICÍA CAQUETA,Florencia,18001,18,Nacional,Caquetá,1.6759983439090909,-75.54067328181819,42.5,94.91017964071857,0,0,50,50.79969198812149,0,50.799688780800025,9.5,87.9746835443038,0,100,100,NA,0,0,40.30704626442866
BOYACÁ  I.E. SAN MARCOS  MUZO,Muzo,15480,15,TDD,Boyacá,5.532462867,-74.10275078,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
TOLIMA  ALC. ANZOATEGUI,Anzoátegui,73043,73,TDM6,Tolima,4.62324568775,-75.1000237675,NA,NA,85.71428571428571,83.0606867940786,14.285714285714285,17.201193355935256,0,17.201192479338424,NA,NA,0,57.14285714285714,76.99453557871412,14.285714285714285,0,0,31.698635196118126
GOBERNACIÓN VALLE DEL CAUCA - SECRETARIA DE SALUD - SECRETARIA DEPTAL. DE SALUD DEL VALLE,Cali,76001,76,Territorial,Valle del Cauca,3.406996142924528,-76.56139954018867,1.6666666666666667,99.8003992015968,83.33333333333334,39.85553648702071,16.666666666666664,40.66459167961285,0,40.66459163500415,1,98.73417721518987,0,66.66666666666666,94.78240764578554,NA,0,0,45.041981574656035
VALLE DEL CAUCA  GOBERNACIÓN,Cali,76001,76,TDC,Valle del Cauca,3.406996142924528,-76.56139954018867,NA,NA,95.83333333333334,99.92109550722225,5.902777777777776,36.617052955209644,1.8115942028985508,36.61705295355785,NA,NA,20.833333333333336,33.33333333333333,89.25456403428485,12.5,3.4722222222222223,1.7236208923149507,36.47299341744821
CUNDINAMARCA  ALC. SAN JUAN DE RÍOSECO,San Juan de Río Seco,25662,25,TDM6,Cundinamarca,4.842535727333333,-74.67722301666667,NA,NA,75,38.68595697449456,25,43.38032407613551,0,43.38032189404104,NA,NA,0,100,100,0,0,0,34.73329827733001
EMPRESA DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL ESPINAL ESP,Espinal,73268,73,TDD,Tolima,4.183551483666666,-74.94836239666667,NA,NA,100,100,50,51.29001156164402,0,51.29000511681803,NA,NA,0,100,100,0,0,0,45.57181923287673
ANTIOQUIA  INST. DE DEPORTES Y RECREACIÓN DE MEDELLÍN  INDER MEDELLÍN,Medellín,5001,5,TDM2,Antioquia,6.2316158553448275,-75.56855862724139,NA,NA,100,100,28,47.21281804035677,10,47.2128180039668,NA,NA,19.999999999999996,100,100,20,11.30591265011466,5.61228688812255,49.284637961690365
CUNDINAMARCA  ESE HOSP. SAN RAFAEL DE PACHO,Pacho,25513,25,TDM2,Cundinamarca,5.195818388,-74.18829203,NA,NA,100,100,3.7649219467401283,11.81368294366266,0.7575757575757576,11.813682862404772,NA,NA,12.121212121212121,24.242424242424242,59.24466724317672,6.0606060606060606,0.9661828339652104,0.4796158805045292,29.04098991180613
CALDAS  UNIVERSIDAD DE CALDAS  MANIZALES,Manizales,17001,17,Nacional Descentralizado,Caldas,5.072044001681818,-75.55864115181818,NA,NA,100,100,0.8779204438216704,6.587579705347107,0.34500603760565807,6.587579688131933,NA,NA,25.13368983957219,6.951871657754011,40.3825001526174,8.55614973262032,6.227054460759223,3.0911273758505105,27.10480903690437
BOYACÁ  ALC. ALMEIDA,Almeida,15022,15,TDM6,Boyacá,4.970856509,-73.3789331,NA,NA,0,0,100,100,NA,NA,NA,NA,0,NA,NA,100,24.12862065702086,11.977515264148776,42.01326699014621
BOYACÁ  ALC. SAMACÁ,Samacá,15646,15,TDM6,Boyacá,5.485472489666667,-73.49038735333333,NA,NA,14.285714285714285,36.86594063517047,5.215419501133787,16.269287976593418,0.4761904761904762,16.26928760106891,NA,NA,4.761904761904767,23.809523809523807,64.92408331840718,14.285714285714285,68.64908263222961,34.07759800219192,25.783678153161272
INST. DISTRITAL DE LAS ARTES - OFICINA ASESORA JURÍDICA IDARTES,Bogotá D.C.,11001,11,Nacional,Bogotá D.C.,4.3168398514615385,-74.20605366615385,15.7,98.11976047904191,20,52.96298692133986,10,30.491696519374923,0,30.491696493827604,4.2,94.68354430379748,0,40,83.83662260067746,NA,0,0,35.84121756868597
EPMSC - CONTRATOS,Villavicencio,50001,50,Nacional,Meta,4.097347387727273,-73.5856078809091,13,98.44311377245509,0,0,50,50.59501487985251,0,50.595012484778536,5,93.67088607594937,0,100,100,NA,0,0,41.05908456068808
BOLÍVAR  ALC. TURBACO,Turbaco,13836,13,TDM5,Bolívar,10.35151355875,-75.40503634625,NA,NA,93.33333333333333,98.05346626158077,5.333333333333334,15.250510106566251,2.0689655172413794,15.250510068453064,NA,NA,30.000000000000004,26.666666666666668,69.30757541278409,6.666666666666667,1.8644500517768943,0.92551825783306,31.77004414616204
TOLIMA  CONSERVATORIO DE IBAGUÉ I.E.T. MUSICAL AMINA MELENDRO DE PULECIO  IBAGUÉ,Ibagué,73001,73,TDC,Tolima,4.431118867714286,-75.21511934171428,NA,NA,25,14.512001813224776,37.5,40.70788646265832,16.666666666666664,40.707885524329775,NA,NA,25,100,100,0,1.9705882352941178,0.9782055511208617,32.93957715717861
VICHADA  ALC. CUMARIBO,Cumaribo,99773,99,TDM4,Vichada,4.476355685470589,-69.57572781352941,NA,NA,96.875,97.32143935540897,1.5625,3.4887989760852722,0,3.4887988127807206,NA,NA,0,6.25,28.45497072038794,17.1875,4.594459636347094,2.2807027060144134,23.455942854022155
ANTIOQUIA  UNIVERSIDAD DE ANTIOQUIA,Medellín,5001,5,TDM1,Antioquia,6.2316158553448275,-75.56855862724139,NA,NA,100,100,1.8485658453314167,7.302599509090705,1.3811780636425186,7.302599488616022,NA,NA,48.34123222748815,17.535545023696685,37.81085966330803,1.4218009478672986,0.5419040352357533,0.269002689627491,28.768426182298914
CAQUETÁ  ESE HOSP. MARIA INMACULADA,Florencia,18001,18,TDM2,Caquetá,1.6759983439090909,-75.54067328181819,NA,NA,100,100,7.10105686086121,13.709655623622448,6.224651736907071,13.709655588206235,NA,NA,59.81308411214954,39.25233644859813,66.5242620848394,2.803738317757009,4.778785046728972,2.3722023589702084,36.59816114458491
CALDAS  I.E. GREGORIO GUTIERREZ GONZALEZ  MANZANARES,Manzanares,17433,17,TDD,Caldas,5.2344621342,-75.116539458,NA,NA,100,100,50,52.58513788501468,0,52.58513377261785,NA,NA,0,100,100,0,0,0,45.68955798954679
SUCRE  ESE CENTRO DE SALUD SAN JOSE DE TOLUVIEJO,Tolú Viejo,70823,70,TDC,Sucre,9.4510461012,-75.43190251133333,NA,NA,100,100,1.9653124705438774,2.522492307623165,1.4870944825953114,2.522492161167448,NA,NA,67.96116504854368,10.679611650485436,18.63046082207455,18.446601941747574,6.148867313915858,3.052315055905311,30.081265553948615
NORTE DE SANTANDER  INST. DEPTAL. DE SALUD DE NORTE DE SANTANDER,Cúcuta,54001,54,TDC,Norte de Santander,7.896264,-72.507036,NA,NA,95.9731543624161,88.02327558373382,0.8423044007026711,9.776807716894263,0.1723199709776891,9.776807703490599,NA,NA,11.409395973154357,6.7114093959731544,53.32261225661028,14.76510067114094,3.949080360542262,1.9603346154800547,26.082345027965964
NARIÑO  INST. DEPTAL. DE SALUD,Pasto,52001,52,TDD,Nariño,1.207692,-77.281705,NA,NA,92.7536231884058,98.02517432162526,1.8273471959672338,15.655128609177225,0.3836317135549872,15.655128589383565,NA,NA,11.594202898550721,13.043478260869565,60.53602224099842,10.144927536231885,5.169082125603865,2.5659469283853875,28.33623318357912
ANTIOQUIA  I.U. COLEGIO MAYOR DE ANTIOQUIA  MEDELLÍN,Medellín,5001,5,TDD,Antioquia,6.2316158553448275,-75.56855862724139,NA,NA,58.333333333333336,70.78254998584467,9.72222222222222,27.772250122323797,1.5151515151515151,27.772249847715514,NA,NA,8.333333333333337,41.666666666666664,74.98301476011729,8.333333333333332,6.7842306383736855,3.367711199976215,28.326708828243277
CHOCÓ  ALC. UNGUÍA,Unguía,27800,27,TDM6,Chocó,8.119768689818182,-77.06935297818183,NA,NA,100,100,14.285714285714285,26.337967690376313,0,26.337967456867688,NA,NA,0,57.14285714285714,88.42950098117832,0,0,0,35.10873091819328
MAGDALENA  ALC. EL PIÑON,El Piñon,47258,47,TDM5,Magdalena,10.351994713846153,-74.68629162384616,NA,NA,88.88888888888889,91.69200961227926,11.11111111111111,20.969672190849533,0,20.96967175507386,NA,NA,0,44.44444444444444,77.90713633049954,0,0,0,30.45575114346116
VALLE DEL CAUCA  EMPRESAS PÚBLICAS DE CAICEDONIA,Caicedonia,76122,76,TDM1,Valle del Cauca,4.2993442564,-75.831302628,NA,NA,100,100,33.33333333333333,75.01939927858112,0,75.01939876690055,NA,NA,0,100,100,33.33333333333333,0,0,49.24418781320434
HUILA  ALC. YAGUARÁ,Yaguará,41885,41,TDM6,Huila,2.664694213,-75.51802329,NA,NA,95.83333333333334,99.21578189538076,7.98611111111111,29.327226987333198,3.985507246376811,29.327226885686493,NA,NA,41.666666666666664,37.5,92.12333636956502,0,0.41351035382144,0.2052677044901323,37.11424924255259
TUNJA - SECRETARÍA CONTRATACIÓN,Tunja,15001,15,Territorial,Boyacá,5.539953238,-73.35548873,6.714285714285714,99.19589392643284,57.14285714285714,91.79215022500613,26.530612244897956,84.44988787321147,14.285714285714285,84.44988786966073,2.2857142857142856,97.10669077757686,28.57142857142857,85.71428571428571,99.86299592710616,NA,0,0,57.054376390709756
QUINDÍO  UNIVERSIDAD DEL QUINDÍO,Armenia,63001,63,TDD,Quindío,4.484716031272727,-75.73460831545455,NA,NA,100,100,3.777777777777778,6.255486675223841,0.45977011494252873,6.255486479870527,NA,NA,6.666666666666665,20,33.342250023471905,16.666666666666664,8.333333333333332,4.136690141555881,27.239876490876235
ARAUCA  EMPRESA DE SERVICIOS PÚBLICOS DE ARAUCA,Arauca,81001,81,TDM4,Arauca,7.033128520166667,-70.68683860666667,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
BOLÍVAR  I.E. NUEVO BOSQUE  CARTAGENA,Cartagena,13001,13,TDD,Bolívar,10.351321809774193,-75.54423180451613,NA,NA,100,100,31.25,36.341090883829715,21.428571428571427,36.34108970721814,NA,NA,50,100,100,0,0,0,49.00178748294556
NARIÑO  ALC. BUESACO,Buesaco,52110,52,TDM6,Nariño,1.3627983999166666,-77.12960184083333,NA,NA,66.66666666666666,84.46778590756281,8.444444444444446,18.984522354783415,1.9047619047619049,18.984522170423983,NA,NA,13.33333333333333,40,77.75474357225059,0,0,0,28.323296198527558
NORTE DE SANTANDER  ALC. LOS PATIOS,Los Patios,54405,54,TDM4,Norte de Santander,7.7493008822,-72.545432886,NA,NA,84.21052631578947,91.04736694012884,6.371191135734071,13.118593474268337,1.1695906432748537,13.118593324721322,NA,NA,10.526315789473683,31.57894736842105,66.53897719150783,21.052631578947366,11.121842176937127,5.520913786713147,31.114263309199615
ANTIOQUIA  ESE METROSALUD  MEDELLÍN,Medellín,5001,5,TDD,Antioquia,6.2316158553448275,-75.56855862724139,NA,NA,100,100,0.2524152836244576,1.187588678599149,0.05171591799794752,1.1875886518087824,NA,NA,12.851405622489963,1.6064257028112447,16.830971716640917,0,0.080321274182344,0.03987170676807713,21.172792354828555
ANTIOQUIA  ALC. NARIÑO,Nariño,5483,5,TDM6,Antioquia,5.566075496,-75.18481507999999,NA,NA,76.92307692307693,68.37271907895308,11.242603550295858,14.258074283747346,3.8461538461538463,14.258073134150498,NA,NA,15.384615384615385,46.15384615384615,66.23373934883708,0,0,0,27.492257142684153
ANTIOQUIA  C.D.C. DE MEDELLÍN,Medellín,5001,5,TDD,Antioquia,6.2316158553448275,-75.56855862724139,NA,NA,100,100,2.126200274348422,14.416164720717841,0.2795248078266946,14.416164492542935,NA,NA,7.4074074074074066,14.814814814814813,63.27568350152409,0,0,0,27.483617775149025
ANTIOQUIA  ALC. ZARAGOZA,Zaragoza,5895,5,TDM6,Antioquia,7.424688474285714,-74.87602918714286,NA,NA,93.75,97.34853326042271,7.8125,25.11055393931662,1.6666666666666667,25.110553858512972,NA,NA,12.5,37.5,84.7144891087497,18.75,1.25,0.6205035212333824,34.63847695421719
CÓRDOBA  ALC. MONTELIBANO,Montelíbano,23466,23,TDM6,Córdoba,7.985511049545455,-75.67470183818182,NA,NA,82.75862068965517,93.80584322875757,7.253269916765754,21.438800812958462,3.9408866995073892,21.43880076972869,NA,NA,41.379310344827594,41.37931034482759,76.92047309404231,0,0,0,33.5342286483038
VALLE DEL CAUCA  ALC. YUMBO,Yumbo,76892,76,TDM1,Valle del Cauca,3.594214493,-76.51797745214286,NA,NA,100,100,8.442330558858501,26.72381437594812,5.172413793103448,26.723814361146513,NA,NA,44.827586206896555,48.275862068965516,83.11641961162833,0,0,0,37.868947874127315
VALLE DEL CAUCA  ALC. LA CUMBRE,La Cumbre,76377,76,TDM6,Valle del Cauca,3.6553787736363637,-76.59521280909091,NA,NA,94.11764705882352,93.2239979535193,6.574394463667819,19.678578224797448,0.7352941176470588,19.678577674867565,NA,NA,5.882352941176472,29.411764705882355,78.54119660801425,0,0,0,29.83320237032075
CÓRDOBA  RESGUARDO INDIGENA ZENU SAN ANDRES DE SOTAVENTO,San Andrés Sotavento,23670,23,TDC,Córdoba,9.128574291235294,-75.52496783294117,NA,NA,100,100,14.285714285714285,33.71827298635662,0,33.718272970069414,NA,NA,0,57.14285714285714,81.71581574755487,0,0,0,35.1693327420439
SUCRE  ALC. SINCELEJO,Sincelejo,70001,70,TDM4,Sucre,9.290158491304348,-75.44224660434783,NA,NA,100,100,16.666666666666664,35.94927194267455,0,35.94927192771304,NA,NA,0,66.66666666666666,97.94535551526835,33.33333333333333,22.893772893772894,11.364533355922752,44.07450912493684
BOLÍVAR  ALC. TIQUISIO,Tiquisio,13810,13,TDM5,Bolívar,8.513144821636363,-74.30669854363636,NA,NA,100,100,3.061224489795918,12.293995108745676,0.6968641114982579,12.293995040322459,NA,NA,11.904761904761907,21.428571428571427,59.958269002198016,0,0,0,28.122153276870108
NORTE DE SANTANDER  ALC. BOCHALEMA,Bochalema,54099,54,TDM6,Norte de Santander,7.635546871666667,-72.63438215,NA,NA,100,100,19.387755102040817,21.902079353145012,13.186813186813188,21.902078897417287,NA,NA,42.85714285714286,71.42857142857143,90.13827958482717,0,4.606440316298192,2.286649949291555,42.34488470710275
MAGDALENA  GOBERNACIÓN,Santa Marta,47001,47,TDD,Magdalena,11.243172043333333,-73.917726486,NA,NA,100,100,14.285714285714285,49.84579121006029,0,49.84579119690351,NA,NA,0,57.14285714285714,98.03853405322862,0,0,0,38.11935424471458
Rama Judicial <U+0096> Dirección Ejecutiva de Administración Judicial - DEAJ,Bogotá D.C.,11001,11,Nacional,Bogotá D.C.,4.3168398514615385,-74.20605366615385,86.66666666666667,89.62075848303394,0,0,33.33333333333333,35.47191900961799,0,35.4719186341877,23.333333333333332,70.46413502109705,0,100,100,NA,0,0,35.74084548725686
DEPARTAMENTO DE SANTANDER - SECRETARIA GENERAL,Bucaramanga,68001,68,Territorial,Santander,7.172108315333333,-73.12675052833333,30,96.40718562874252,0,0,50,67.28535876349183,0,67.2853574155461,7,91.13924050632912,0,100,100,NA,0,0,42.069315408213626
CALDAS I.E. COLEGIO LA ASUNCION  MANIZALES,Manizales,17001,17,TDC,Caldas,5.072044001681818,-75.55864115181818,NA,NA,100,100,25,36.78301105562906,0,36.78300938045343,NA,NA,0,100,100,0,0,0,41.98027373232991
META  I.E. CAPITAN MIGUEL LARA,Puerto López,50573,50,TDD,Meta,4.118380986454546,-72.91785447272727,NA,NA,100,100,33.33333333333333,37.828535821254015,0,37.82853155598129,NA,NA,0,100,100,0,0,0,42.832897195871574
META  I.E. COLEGIO NUESTRA SEÑORA DE LA PAZ  VILLAVICENCIO,Villavicencio,50001,50,TDC,Meta,4.097347387727273,-73.5856078809091,NA,NA,100,100,50,54.052990286767724,0,54.05297693985237,NA,NA,0,100,100,0,0,0,45.822999116978885
META  I.E. COLEGIO DEPTAL. SAN FRANCISCO DE ASÍS  VILLAVICENCIO,Villavicencio,50001,50,TDD,Meta,4.097347387727273,-73.5856078809091,NA,NA,100,100,50,53.18031453149377,0,53.180312343238036,NA,NA,0,100,100,0,0,0,45.74366495740853
META  COLEGIO NACIONALIZADO FEMENINO DE VILLAVICENCIO,Villavicencio,50001,50,TDD,Meta,4.097347387727273,-73.5856078809091,NA,NA,100,100,16.666666666666664,26.480498682090357,0,26.48049713861035,NA,NA,0,66.66666666666666,93.08599416782309,0,0,0,36.627256925749705
META  I.E. LUIS CARLOS GALÁN SARMIENTO  VILLAVICENCIO,Villavicencio,50001,50,TDD,Meta,4.097347387727273,-73.5856078809091,NA,NA,100,100,62.5,98.40762228223315,50,98.4076222712151,NA,NA,50,100,100,0,0,0,60.08251111656665
META  I.E. ENRIQUE OLAYA HERRERA,Puerto López,50573,50,TDD,Meta,4.118380986454546,-72.91785447272727,NA,NA,100,100,28,30.82210803981548,10,30.82210431811906,NA,NA,19.999999999999996,100,100,0,0,0,44.438373458165046
BOLÍVAR  ESE HOSP. LOCAL DE SAN JUAN NEPOMUCENO,Achí,13006,13,TDD,Bolívar,8.578533003666667,-74.51769117611111,NA,NA,100,100,22.222222222222218,23.9612188365651,6.666666666666667,23.961214834523773,NA,NA,16.666666666666664,83.33333333333333,92.10526315789474,0,0,0,40.45048826212261
HUILA  ALC. AGRADO,Agrado,41013,41,TDM6,Huila,2.224062597,-75.72583564666667,NA,NA,100,100,4.625,12.405710633708924,2.1794871794871793,12.405710266256756,NA,NA,27.500000000000004,30.000000000000004,52.44770455053948,17.5,13.422211510100718,6.662823603805383,33.340267043421974
NORTE DE SANTANDER  UNIVERSIDAD DE PAMPLONA,Cúcuta,54001,54,TDM1,Norte de Santander,7.896264,-72.507036,NA,NA,100,100,6,42.854484874077464,1.0526315789473684,42.85448485718065,NA,NA,9.999999999999998,30.000000000000004,91.25622114086879,10,0.719466822171441,0.3571453572543767,35.65817725211995
CASANARE  I.E. RAFAEL URIBE URIBE  PORE,Pore,85263,85,TDD,Casanare,5.645044814333334,-71.96864750666667,NA,NA,100,100,50,51.97951511762765,0,51.979511793420116,NA,NA,0,100,100,0,0,0,45.63450137432979
TOLIMA  I.E.T. FRANCISCO JOSÉ DE CALDAS  NATAGAIMA,Natagaima,73483,73,TDC,Tolima,3.5104308898,-75.137433064,NA,NA,100,100,37.5,49.29978777113084,16.666666666666664,49.29978645678525,NA,NA,25,100,100,25,8.074107142857143,4.008009530366769,51.41350646463831
TOLIMA  I.E.T. ANCHIQUE,Natagaima,73483,73,TDD,Tolima,3.5104308898,-75.137433064,NA,NA,100,100,50,50.017742784059266,0,50.01773435893464,NA,NA,0,100,100,0,0,0,45.45615843491448
LA GUAJIRA  ESE HOSP. SAN JOSÉ DE MAICAO,Maicao,44430,44,TDM2,La Guajira,11.293954884,-72.28012023,NA,NA,100,100,16.666666666666664,18.057173184818485,0,18.057172319777457,NA,NA,0,66.66666666666666,78.57001850579191,0,0,0,34.54186591126761
BOLÍVAR  ALC. SAN MARTÍN DE LOBA,San Martín de Loba,13667,13,TDM4,Bolívar,8.836559511125,-73.99700847125,NA,NA,94.73684210526315,95.7448634061652,5.817174515235456,10.130834387309319,0.5847953216374269,10.13083422219465,NA,NA,5.263157894736848,26.31578947368421,54.644947342225336,0,0,0,26.65803676784154
VALLE DEL CAUCA  I.E. HUMBERTO JORDAN MAZUERA  CALI,Cali,76001,76,TDD,Valle del Cauca,3.406996142924528,-76.56139954018867,NA,NA,100,100,33.33333333333333,35.57944181923862,0,35.579439683349214,NA,NA,0,100,100,0,0,0,42.62843410477927
VALLE DEL CAUCA  I.E. JULIO FERNANDEZ  RESTREPO,Restrepo,76606,76,TDC,Valle del Cauca,3.8178251166666666,-76.54693738,NA,NA,100,100,50,62.56053813757957,0,62.56053391167898,NA,NA,0,100,100,0,0,0,46.59641255796178
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE EL BORDO - UNIDAD CONTRATACION MINIMA CUANTIA,Patía,19532,19,Territorial,Cauca,2.145692865,-77.05716941857143,32,96.16766467065868,0,0,100,100,NA,NA,4,94.9367088607595,0,NA,NA,NA,0,0,43.45604150349091
BOGOTÁ DC  IED FEDERICO GARCIA LORCA,Bogotá D.C.,11001,11,Nacional Descentralizado,Bogotá D.C.,4.3168398514615385,-74.20605366615385,NA,NA,100,100,33.33333333333333,46.519719741407016,0,46.51971737804323,NA,NA,0,100,100,0,0,0,43.6230048249764
ANTIOQUIA  ESE HOSP. VENANCIO DÍAZ DÍAZ DE SABANETA  MEDELLÍN,Medellín,5001,5,TDM2,Antioquia,6.2316158553448275,-75.56855862724139,NA,NA,100,100,32.83607681755829,37.36106912848477,32.20837660089996,37.36106904227359,NA,NA,85.18518518518519,81.48148148148148,85.0086102210242,0,0,0,50.3709817667849
BOYACÁ  ALC. TUNJA,Tunja,15001,15,TDM3,Boyacá,5.539953238,-73.35548873,NA,NA,100,100,10,86.30797146212683,0,86.30797145984846,NA,NA,0,40,97.37188878061815,20,11.778592937311798,5.846926714221294,42.84594362675255
NARIÑO  ALC. EL CHARCO,El Charco,52250,52,TDM6,Nariño,2.41674539825,-78.10936040499999,NA,NA,100,100,12,14.684867626726438,2.2222222222222223,14.68486752132732,NA,NA,9.999999999999998,50,66.08801114350177,0,0,0,32.27228190840459
SANTANDER  ALC. SAN BENITO,San Benito,68673,68,TDM6,Santander,6.102886896499999,-73.521407155,NA,NA,100,100,20,38.8318215074169,0,38.831820742241035,NA,NA,0,80,96.24718667534506,0,0,0,39.552637107523815
CUNDINAMARCA  ALC. EL PEÑÓN,El Peñón,25258,25,TDM6,Cundinamarca,5.264409652,-74.31091919,NA,NA,87.5,81.01244988504274,15.625,27.54916882668133,10,27.549168386101208,NA,NA,50,75,73.99639083584655,18.75,7.486007462686567,3.716075192461114,40.96682656388348
CUNDINAMARCA  ALC. LA PALMA,La Palma,25394,25,TDM6,Cundinamarca,5.358816711,-74.39102017,NA,NA,84.61538461538461,83.49989562296028,8.875739644970414,20.3027614901752,1.282051282051282,20.302760897853787,NA,NA,7.692307692307687,38.46153846153847,78.83548162943292,0,0,0,29.41501458534735
CUNDINAMARCA  ALC. TOPAIPÍ,Topaipí,25823,25,TDM6,Cundinamarca,5.356196171666666,-74.29157378,NA,NA,88.88888888888889,91.08029254938447,25.925925925925927,64.53105944784939,16.666666666666664,64.53105928965283,NA,NA,33.333333333333336,77.77777777777777,98.21594254614239,22.22222222222222,6.300061509616758,3.127368280563277,48.00632174076101
CESAR  HOSP. REGIONAL SAN ANDRÉS  CHIRIGUANÁ,Chiriguaná,20178,20,TDC,Cesar,9.4165423109,-73.527755075,NA,NA,100,100,25,34.11876586170084,0,34.118764422007395,NA,NA,0,100,100,0,0,0,41.738069623790985
BOYACÁ I.E. PANAMERICANO PUENTE BOYACÁ  VENTAQUEMADA,Ventaquemada,15861,15,TDC,Boyacá,5.395277360111111,-73.48957915,NA,NA,100,100,16.666666666666664,26.266505618928797,0,26.266503753061038,NA,NA,0,66.66666666666666,87.7318622365058,0,0,0,36.12106374443345
ANTIOQUIA  ALC. BARBOSA,Barbosa,5079,5,TDM6,Antioquia,6.4264430937692305,-75.37259093692307,NA,NA,85,93.579708027696,5,15.621972260123918,0,15.621972155252429,NA,NA,0,20,61.138139171379265,15,18.584767005322732,9.22553069448379,29.377283378091427
ANTIOQUIA  ALC. JARDÍN,Jardín,5364,5,TDM6,Antioquia,5.6006336910000005,-75.8375331675,NA,NA,81.48148148148148,89.14359900859735,7.270233196159121,49.15841677005378,3.7037037037037033,49.158416653702616,NA,NA,37.03703703703704,37.03703703703704,79.29438063390589,59.25925925925925,29.599600540665204,14.69332509006743,44.33437034163339
CUNDINAMARCA  ESE HOSP. NUESTRA SEÑORA DEL CARMEN DE EL COLEGIO,El Colegio,25245,25,TDD,Cundinamarca,4.5602372978,-74.438888612,NA,NA,100,100,12,15.112410004430155,2.2222222222222223,15.11240949382958,NA,NA,9.999999999999998,50,67.21412995146919,20,1.224489988145995,0.6078402794876899,34.3982811314323
BOYACÁ  ESE SALUD DEL TUNDAMA  DUITAMA,Sogamoso,15759,15,TDD,Boyacá,5.7084510347999995,-72.929429084,NA,NA,100,100,13.609467455621303,16.02522055970416,6.41025641025641,16.025220376150543,NA,NA,30.76923076923077,61.53846153846154,73.42525725514051,7.6923076923076925,10,4.964028169867059,38.58492998641722
SANTANDER  ESE HOSP. UNIVERSITARIO DE SANTANDER,Bucaramanga,68001,68,TDD,Santander,7.172108315333333,-73.12675052833333,NA,NA,100,100,4.580606781677573,15.248091146557124,2.195121951219512,15.248091134452665,NA,NA,26.82926829268293,31.70731707317073,68.37520087991318,9.75609756097561,4.479187671640517,2.2234813780144767,33.21767024871379
HUILA  I.E.T. IPC ANDRES ROSA  NEIVA,Neiva,41001,41,TDD,Huila,2.934249,-75.280831,NA,NA,100,100,22.222222222222218,23.622772880613454,6.666666666666667,23.62276941625929,NA,NA,16.666666666666664,83.33333333333333,88.82321990692442,0,0,0,40.12135287967516
BOYACÁ  ALC. SOMONDOCO,Somondoco,15761,15,TDM6,Boyacá,4.985725507,-73.43339298,NA,NA,83.33333333333334,92.07583658249447,16.666666666666664,19.889087349697235,0,19.889086545524574,NA,NA,0,66.66666666666666,83.04141960965978,0,0,0,32.87936456441074
ANTIOQUIA  ESE HOSP. SANTA MARGARITA  COPACABANA,Copacabana,5212,5,TDD,Antioquia,6.3386985445,-75.5041645975,NA,NA,100,100,10,37.746387212432715,0,37.74638714853168,NA,NA,0,40,94.6435918887131,20,3.4274626815996525,1.7014021302628763,37.047167628455306
ANTIOQUIA  ESE HOSP. SAN ROQUE  LA UNION,La Unión,5400,5,TDD,Antioquia,5.946464947333333,-75.34848391666667,NA,NA,100,100,9.551020408163264,9.654615704174207,6.890756302521009,9.654615376126113,NA,NA,45.714285714285715,48.57142857142857,50.83652470050911,0,0,0,33.747148309189264
SANTANDER  ALC. BARRANCABERMEJA,Barrancabermeja,68081,68,TDM1,Santander,6.993511421315789,-73.79328272894737,NA,NA,99.47368421052632,99.979187852473,0.5429362880886426,16.486967366662608,0.01670843776106934,16.48696735416379,NA,NA,1.5789473684210575,3.684210526315789,68.72086730375884,11.052631578947368,2.3106877023162564,1.1470318846063285,27.726714592716117
META  ESE HOSP. DEPTAL. DE VILLAVICENCIO,Villavicencio,50001,50,TDD,Meta,4.097347387727273,-73.5856078809091,NA,NA,100,100,0.8365966536133855,1.311080013071125,0.36662791737458644,1.3110799068609513,NA,NA,35.84905660377359,5.660377358490567,13.178492480638306,0,4.016443325079738,1.9937737808370337,23.928404375716212
ANTIOQUIA  ALC. VALPARAÍSO,Valparaíso,5856,5,TDM6,Antioquia,5.614550725,-75.62445889,NA,NA,80,85.92706849353951,12,11.877577960375975,7.368421052631578,11.877577515627314,NA,NA,44.99999999999999,60,59.07196314990203,0,1.4660714285714285,0.7277619870465812,33.03989673382428
