nombre_entidad,municipio_entidad,codigo_municipio_ent,codigo_departamento_ent,orden_entidad,departamento_entidad,latitud,longitud,oferentes_prom,ind_prom_oferentes,perc_contr_cerrada_num,perc_contr_cerrada_val,HHI_cant,HHI_val,ID_cant,ID_val,ofertas_prom,ind_prom_ofertas,ganadoras,IC4K_cant,IC4K_val,perc_tiempo_adiciones,perc_valor_adiciones,ind_valor_adiciones,ind_riesgo_corrupcion
TOLIMA  CENTRO EDUCATIVO ALFONSO DAZA AGUIRRE,Herveo,73347,73,TDD,Tolima,5.1073527474,-75.22518803,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
TOLIMA  I.E.T. MARCO FIDEL SUAREZ,Herveo,73347,73,TDC,Tolima,5.1073527474,-75.22518803,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
Rama Judicial <U+0096> Dirección Seccional de Administración Judicial de Bucaramanga - ADMINISTRATIVA,Bucaramanga,68001,68,Nacional,Santander,7.172108315333333,-73.12675052833333,66.5,92.03592814371258,0,0,50,95.73418864085653,0,95.73418861889446,17.5,77.84810126582279,0,100,100,NA,0,0,42.96818483753266
DGSM-DISAN-ARC-HONAC - grupo de contratos,Bogotá D.C.,11001,11,Nacional,Bogotá D.C.,4.3168398514615385,-74.20605366615385,76,90.89820359281437,0,0,100,100,NA,NA,16,79.74683544303798,0,NA,NA,NA,0,0,41.1827821150947
HUILA  I.E. ELISA BORRERO PASTRANA  LA ARGENTINA,La Argentina,41378,41,TDC,Huila,2.1648090223333334,-76.02024644333333,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
ANTIOQUIA   EMPRESAS PÚBLICAS DE BELMIRA,Belmira,5086,5,TDD,Antioquia,6.643098554,-75.65056502,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
HUILA  I.E. ALTO DEL OBISPO  SAN AGUSTIN,San Agustín,41668,41,TDC,Huila,1.8902438042222223,-76.31304520666667,NA,NA,100,100,50,51.0204081632653,0,51.02040466472278,NA,NA,0,100,100,0,0,0,45.547309833024116
RISARALDA  I.E. HANS DRES ARANGO  PEREIRA,Pereira,66001,66,TDC,Risaralda,4.785936267710526,-75.73000657960526,NA,NA,100,100,50,71.09150813051333,0,71.09150481911641,NA,NA,0,100,100,0,0,0,47.37195528459212
CÓRDOBA  I.E. DEL SUR DE MONTELÍBANO  CESUM  MONTELÍBANO,Montelíbano,23466,23,TDD,Córdoba,7.985511049545455,-75.67470183818182,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
HUILA  I.E. HUMBERTO TAFUR CHARRY  NEIVA,Neiva,41001,41,TDD,Huila,2.934249,-75.280831,NA,NA,100,100,50,50.39524038408328,0,50.3952392681709,NA,NA,0,100,100,50,25,12.410070424667646,53.436846437159176
LA GUAJIRA I.E. JULIA SIERRA IGUARAN  URIBIA,Uribia,44847,44,TDD,La Guajira,12.108595227,-71.6612684565,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
GUAVIARE I.E. INDIGENA COROCORO  SAN JOSE DEL GUAVIARE,San José del Guaviare,95001,95,TDC,Guaviare,2.565545,-72.639938,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
SUCRE  I.E. NUESTRA SEÑORA DE LAS MERCEDES  SUCRE,Sucre,70771,70,Nacional Centralizado,Sucre,8.8346837309375,-74.708264601875,NA,NA,100,100,55.55555555555555,72.11686634554654,33.33333333333333,72.11686546054888,NA,NA,33.333333333333336,100,100,0,0,0,54.03082623343352
BOYACÁ I.E. ADOLFO MARIA JIMENEZ,Sotaquirá,15763,15,TDC,Boyacá,5.746202972666667,-73.21901128333333,NA,NA,100,100,50,55.06848495396164,0,55.0684725091926,NA,NA,0,100,100,0,0,0,45.91531681399651
MAGDALENA  ESE HOSP. LOCAL ZONA BANANERA,Zona Bananera,47980,47,TDC,Magdalena,10.797184831071428,-74.17322086857143,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
BOYACÁ  EMPRESA INDUSTRIAL Y COMERCIAL DE SERVICIOS PÚBLICOS DE CHIQUINQUIRÁ,Chiquinquirá,15176,15,TDM1,Boyacá,5.61412789,-73.81838763,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
RISARALDA  I.E. SAN FERNANDO  PEREIRA,Pereira,66001,66,TDD,Risaralda,4.785936267710526,-75.73000657960526,NA,NA,100,100,50,50.01789067469339,0,50.017887832753,NA,NA,0,100,100,0,0,0,45.45617187951758
CESAR  PERSONERÍA VALLEDUPAR,Valledupar,20001,20,TDM2,Cesar,10.476759818526316,-73.36721239026316,NA,NA,50,40,50,52,0,51.999998399999946,NA,NA,0,100,100,0,0,0,35.63636363636363
CUNDINAMARCA  INST. MPAL. DE CULTURA Y TURISMO DE TENJO,Tenjo,25799,25,TDD,Cundinamarca,4.8614285326,-74.145304065,NA,NA,50,47.61904761904761,50,50.11337868480726,0,50.11337685745843,NA,NA,0,100,100,0,0,0,36.157493300350446
CUNDINAMARCA  INST. DEL DEPORTE Y LA RECREACIÓN DE CHOCONTA,Chocontá,25183,25,TDD,Cundinamarca,5.145223894,-73.68352344,NA,NA,0,0,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,25
INSTITUCION EDUCATIVA LAZARO DE GARDEA,Cartago,76147,76,TDD,Valle del Cauca,4.725985404833334,-75.940791365,NA,NA,100,100,55.55555555555555,59.43614867765943,33.33333333333333,59.43614673813586,NA,NA,33.333333333333336,100,100,0,0,0,52.87803371817106
NARIÑO  ESE HOSP. SAN CARLOS,San Pablo,52693,52,TDM2,Nariño,1.662245379,-76.9962230175,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
AGENCIA LOGISTICA DE LAS FUERZAS MILITARES - SUBDIRECCION GENERAL DE CONTRATACION,Bogotá D.C.,11001,11,Nacional,Bogotá D.C.,4.3168398514615385,-74.20605366615385,102,87.78443113772455,0,0,33.33333333333333,46.46348077854943,0,46.463478578491255,11,86.07594936708861,0,100,100,NA,0,0,37.80476621805799
MAGDALENA  ESE HOSP. LUISA SANTIAGA MARQUÉS IGUARÁN  ARACATACA,Aracataca,47053,47,TDD,Magdalena,10.58647413,-74.15607279142857,NA,NA,100,100,50,87.02001081665765,0,87.0200102129372,NA,NA,0,100,100,0,0,0,48.82000098333251
ATLÁNTICO  ESE CENTRO DE SALUD CON CAMAS  PALMAR DE VARELA,Palmar de Varela,8520,8,TDD,Atlántico,10.705978895000001,-74.788953555,NA,NA,100,100,59.183673469387756,52.14264106253447,52.38095238095239,52.14263982232386,NA,NA,71.42857142857143,100,100,0,0,0,57.73962166740419
CALDAS  I.E. PIO XII SAMANA,Samaná,17662,17,TDC,Caldas,5.527032438888889,-74.98450031222222,NA,NA,100,100,50,81.79998135546793,0,81.79998019282453,NA,NA,0,100,100,0,0,0,48.34545285049708
CALDAS  I.E. SANTA LUISA DE MARILLAC,Villamaría,17873,17,TDD,Caldas,4.9892762102,-75.54105015933334,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
CALDAS  I.E. JAIME DUQUE GRISALES  VILLAMARIA,Villamaría,17873,17,TDD,Caldas,4.9892762102,-75.54105015933334,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
NARIÑO  I.E. JOSÉ MARÍA NAVARRETE  TANGUA,Tangua,52788,52,TDD,Nariño,1.0851770875,-77.354537545,NA,NA,100,100,50,60.92799609904689,0,60.92798804419094,NA,NA,0,100,100,0,0,0,46.4479996453679
NARIÑO I.E. NUESTRA SEÑORA DE LOURDES  POTOSÍ,Potosí,52560,52,TDC,Nariño,0.8204915486,-77.582853712,NA,NA,100,100,50,63.33042937388035,0,63.33042762222121,NA,NA,0,100,100,0,0,0,46.66640267035276
SANTANDER  COLEGIO INTEGRADO  PUERTO ILCHES,Puerto Wilches,68575,68,Distrito Capital,Santander,7.525521409545455,-73.80395336409092,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
CÓRDOBA  I.E. MANUEL RUÍZ ÁLVAREZ  MONTERÍA,Montería,23001,23,TDD,Córdoba,8.616615112442624,-75.9446825595082,NA,NA,100,100,50,59.74252768447128,0,59.74252674751012,NA,NA,0,100,100,0,0,0,46.340229789497386
CUNDINAMARCA  I.E. JOHN FITZGERALD KENNEDY  FACATATIVA,Facatativá,25269,25,TDD,Cundinamarca,4.8275898938235295,-74.34223457529411,NA,NA,100,100,50,51.911182080790475,0,51.91118101913808,NA,NA,0,100,100,0,0,0,45.62828928007186
SUCRE  I.E.T. AGROPECUARIO ANÍBAL GÁNDARA CAMPO  EL ROBLE,El Roble,70233,70,TDD,Sucre,9.081984989,-75.12450423571428,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
ARAUCA  I.E. VILLACECILIA,Saravena,81736,81,TDD,Arauca,6.984473038533333,-71.79184704,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
ESTABLECIMIENTO PENITENCIARIO Y CARCELARIO  EL BANCO MAGDALENA - Dirección,Bogotá D.C.,11001,11,Nacional,Bogotá D.C.,4.3168398514615385,-74.20605366615385,19,97.72455089820359,0,0,100,100,NA,NA,1,98.73417721518987,0,NA,NA,NA,0,0,44.05096979037705
CALDAS  I.E. LLANADAS  MANZANARES,Manzanares,17433,17,TDD,Caldas,5.2344621342,-75.116539458,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
HUILA I.E. SAN MARCOS  ACEVEDO,Acevedo,41006,41,TDD,Huila,1.7814513262,-75.939344218,NA,NA,100,100,100,100,100,100,NA,NA,66.66666666666667,100,100,0,0,0,69.6969696969697
QUINDÍO  I.E. INST. TEBAIDA  LA TEBAIDA,La Tebaida,63401,63,TDC,Quindío,4.460020333166667,-75.79054019,NA,NA,100,100,50,50.11366257301223,0,50.113660646592294,NA,NA,0,100,100,0,0,0,45.464878415728386
BOLIVAR  ESE CENTRO DE SALUD CON CAMAS  DE CÓRDOBA,Córdoba,13212,13,TDD,Bolívar,9.479199413,-74.90806187466667,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
BOYACÁ  PERSONERÍA BERBEO,Berbeo,15090,15,TDM6,Boyacá,5.22728723,-73.12703215,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
BOYACÁ  CONCEJO BERBEO,Berbeo,15090,15,TDD,Boyacá,5.22728723,-73.12703215,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
CALDAS  I.E. ROMERAL  MANZANARES,Manzanares,17433,17,TDD,Caldas,5.2344621342,-75.116539458,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
META  ESCUELA NORMAL SUPERIOR DE VILLAVICENCIO,Villavicencio,50001,50,TDM2,Meta,4.097347387727273,-73.5856078809091,NA,NA,100,100,33.33333333333333,33.333454518864684,0,33.33345324562663,NA,NA,0,100,100,0,0,0,42.42425344110891
NARIÑO  I.E. EL CANAL NOCTURNO MARIANO OSPINA PÉREZ  EL CHARCO,El Charco,52250,52,TDC,Nariño,2.41674539825,-78.10936040499999,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
NARIÑO  I.E. POLITÉCNICA SANTA BARBARA  SAN ÁNDRES DE TUMACO,San Andrés de Tumaco,52835,52,TDD,Nariño,1.655869772632653,-78.66949213360544,NA,NA,100,100,27.777777777777775,35.782395538658044,13.333333333333334,35.78239466737449,NA,NA,33.333333333333336,100,100,0,0,0,46.384258180282046
SUCRE  ESE CENTRO DE SALUD SAN  MORROA,Morroa,70473,70,TDD,Sucre,9.37004482575,-75.33361689333333,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
RISARALDA  I.E. SAN VICENTE HOGAR  PEREIRA,Pereira,66001,66,TDC,Risaralda,4.785936267710526,-75.73000657960526,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
RISARALDA  CENTRO EDUCATIVO LA MARIA  SANTUARIO,Santuario,66687,66,TDD,Risaralda,5.0366295704,-75.93899477000001,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
HUILA  I.E. RICABRISA  TARQUI,Tarqui,41791,41,TDD,Huila,2.07620956375,-75.895188895,NA,NA,100,100,100,100,100,100,NA,NA,50,100,100,0,0,0,68.18181818181819
QUINDÍO  I.E. LA ADIELA  ARMENIA,Armenia,63001,63,TDD,Quindío,4.484716031272727,-75.73460831545455,NA,NA,100,100,50,78.63830651666069,0,78.63830534389487,NA,NA,0,100,100,0,0,0,48.05802786515097
QUINDÍO  I.E. ANTONIO NARIÑO  CALARCA,Calarcá,63130,63,TDD,Quindío,4.4512513912500005,-75.70156327583334,NA,NA,100,100,50,53.54189198869371,0,53.54189009463217,NA,NA,0,100,100,0,0,0,45.77653563533579
SANTANDER  I.E. CAMILO TORRES RESTREPO  BARRANCABERMEJA,Barrancabermeja,68081,68,TDD,Santander,6.993511421315789,-73.79328272894737,NA,NA,100,100,100,100,100,100,NA,NA,66.66666666666667,100,100,0,0,0,69.6969696969697
ANTIOQUIA  ALC. DABEIBA,Dabeiba,5234,5,TDM6,Antioquia,7.012038322222223,-76.17636809222222,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,100,0,0,62.5
BOGOTÁ DC  IED PARAISO MIRADOR,Bogotá D.C.,11001,11,Distrito Capital,Bogotá D.C.,4.3168398514615385,-74.20605366615385,NA,NA,100,100,50,54.293831211606914,0,54.29382872567763,NA,NA,0,100,100,0,0,0,45.84489374650972
SENA REGIONAL SUCRE - CONTRATACION SENA REGIONAL SUCRE,Sincelejo,70001,70,Nacional,Sucre,9.290158491304348,-75.44224660434783,12,98.562874251497007,0,0,100,100,NA,NA,3,96.20253164556962,0,NA,NA,NA,0,0,43.86282287745185
CÓRDOBA  LICEO GUILLERMO VALENCIA DE MONTERÍA,Montería,23001,23,TDD,Córdoba,8.616615112442624,-75.9446825595082,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
BOYACÁ  I.E.T. SERGIO CAMARGO  IZA,Iza,15362,15,TDC,Boyacá,5.61169614,-72.98017623,NA,NA,100,100,55.55555555555555,51.082345810276294,33.33333333333333,51.08234291302245,NA,NA,33.333333333333336,100,100,0,0,0,52.1185970938635
CÓRDOBA  I.E. LA VICTORIA  MONTERÍA,Montería,23001,23,TDD,Córdoba,8.616615112442624,-75.9446825595082,NA,NA,100,100,100,100,100,100,NA,NA,75,100,100,0,0,0,70.45454545454545
PITALITO - OFICINA DE CONTRATACIÓN  PAA,No definido,0,NA,Territorial,No definido,NA,NA,43,94.8502994011976,0,0,100,100,NA,NA,29,63.29113924050633,0,NA,NA,NA,0,0,39.793493182411545
TOLIMA  I.E.T. SAN JOSE,Dolores,73236,73,TDD,Tolima,3.6204099623333335,-74.81193478666667,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
NORTE DE SANTANDER  I.E. COLEGIO SAN JOSÉ DE CÚCUTA,Cúcuta,54001,54,TDD,Norte de Santander,7.896264,-72.507036,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
ATLÁNTICO  I.E. DISTRITAL INOCENCIO CHINCA INEDICH  BARRANQUILLA,Barranquilla,8001,8,TDC,Atlántico,10.97592682,-74.79525905,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
TOLIMA  EMPRESA DE SERVICIOS PÚBLICOS DE VENADILLO SA ESP,Venadillo,73861,73,TDD,Tolima,4.729806274,-74.961380598,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
NORTE DE SANTANDER  I.E. COLEGIO ANDRES BELLO  CÚCUTA,Cúcuta,54001,54,TDD,Norte de Santander,7.896264,-72.507036,NA,NA,100,100,100,100,100,100,NA,NA,50,100,100,0,0,0,68.18181818181819
NARIÑO  PERSONERÍA ANCUYA,Ancuyá,52036,52,TDD,Nariño,1.2377586025,-77.52823347,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
NARIÑO  PERSONERÍA PEÑOL,El Peñol,52254,52,TDM1,Nariño,1.4744954,-77.43200671,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
HUILA  INST. DE TRÁNSITO Y TRANSPORTE DE PITALITO INTRAPITALITO,Pitalito,41551,41,TDD,Huila,1.8752452533,-76.091126755,NA,NA,0,0,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,25
ATLÁNTICO  CENTRO DE EDUCACIÓN BASICA ETNOEDUCATIVA PAULINO SALGADO BATATA,Barranquilla,8001,8,TDD,Atlántico,10.97592682,-74.79525905,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
ATLÁNTICO  I.E. DISTRITAL LA PRESENTACIÓN  BARRANQUILLA,Barranquilla,8001,8,TDM1,Atlántico,10.97592682,-74.79525905,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
TOLIMA  I.E. REAL CAMPESTRE LA SAGRADA FAMILIA,Fresno,73283,73,TDD,Tolima,5.190927642166667,-75.06924883333333,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
NARIÑO  ESE CENTRO DE SALUD PROVIDENCIA  PROVIDENCIA,Providencia,52565,52,TDD,Nariño,1.268560032,-77.60390068500001,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
VALLE DEL CAUCA  ESE HOSP. LUISA ABLANQUE DE LA PLATA DEL DISTRITO DE BUENAVENTURA,Buenaventura,76109,76,TDM1,Valle del Cauca,3.883085,-77.019447,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
NARIÑO  I.E. MPAL. CIUDAD DE PASTO,Pasto,52001,52,TDD,Nariño,1.207692,-77.281705,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
SANTANDER  ESE HOSP. LOCAL DE PIEDECUESTA,Piedecuesta,68547,68,TDD,Santander,6.955101363944444,-73.05101748,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
GOBERNACION DE CALDAS - SECRETARIA DE HACIENDA,Manizales,17001,17,Territorial,Caldas,5.072044001681818,-75.55864115181818,50,94.01197604790418,0,0,100,100,NA,NA,4,94.9367088607595,0,NA,NA,NA,0,0,43.21652054540708
VALLE DEL CAUCA  INST. MPAL. PARA LA RECREACIÓN Y EL DEPORTE IMPREDE  ROLDANILLO,Roldanillo,76622,76,TDD,Valle del Cauca,4.441294516625,-76.151284805,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
META  CONTRALORÍA MPAL. DE VILLAVICENCIO,Villavicencio,50001,50,TDM1,Meta,4.097347387727273,-73.5856078809091,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
CALDAS  INST. DE FINANCIAMIENTO PROMOCIÓN Y DESARROLLO DE MANIZALES,Manizales,17001,17,TDM2,Caldas,5.072044001681818,-75.55864115181818,NA,NA,100,100,100,100,100,100,NA,NA,66.66666666666667,100,100,0,0,0,69.6969696969697
SANTANDER  INST. TÉCNICO NACIONAL DE COMERCIO DE BUCARAMANGA,Bucaramanga,68001,68,TDM1,Santander,7.172108315333333,-73.12675052833333,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
BOLÍVAR  ESE HOSP. LOCAL ARJONA,Arjona,13052,13,TDD,Bolívar,10.19548579125,-75.35425353625,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
SUCRE  I.E. LA UNIÓN  SINCELEJO,Sincelejo,70001,70,TDD,Sucre,9.290158491304348,-75.44224660434783,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
QUINDÍO  CONTRALORÍA GENERAL DEL QUINDÍO,Armenia,63001,63,TDM1,Quindío,4.484716031272727,-75.73460831545455,NA,NA,0,0,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,25
RISARALDA  PLANTA DE TRATAMIENTO VILLASANTANA SOCIEDAD LIMITADA  PEREIRA,Pereira,66001,66,TDD,Risaralda,4.785936267710526,-75.73000657960526,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
PUTUMAYO  ESE HOSP. SAGRADO CORAZÓN DE JESÚS  VALLE DEL GUAMUEZ,Valle de Guamez,86865,86,TDC,Putumayo,0.4344571365,-76.90634553583334,NA,NA,100,100,55.55555555555555,81.59105851413545,33.33333333333333,81.59105812078198,NA,NA,33.333333333333336,100,100,0,0,0,54.89211643057797
ANTIOQUIA  I.E. JOSE EUSEBIO CARO  MEDELLIN,Medellín,5001,5,TDM5,Antioquia,6.2316158553448275,-75.56855862724139,NA,NA,100,100,50,55.60255486914682,0,55.60255190391034,NA,NA,0,100,100,0,0,0,45.96386862446789
HUILA  I.E. GABRIEL GARCÍA MÁRQUEZ  NEIVA,Neiva,41001,41,TDD,Huila,2.934249,-75.280831,NA,NA,100,100,50,87.2993669807759,0,87.29936677949857,NA,NA,0,100,100,0,0,0,48.845396998252355
ATLÁNTICO  I.E. DISTRITAL SAN JOSÉ  BARRANQUILLA,Barranquilla,8001,8,TDD,Atlántico,10.97592682,-74.79525905,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
CUNDINAMARCA  I.E. DEPTAL. TÉCNICA AGROPECUARIA MARTIN ROMERO  GAMA,Gama,25299,25,TDD,Cundinamarca,4.7397796495,-73.58416736999999,NA,NA,100,100,55.55555555555555,58.09941859975902,33.33333333333333,58.099415359002414,NA,NA,33.333333333333336,100,100,0,0,0,52.75651280199829
LA GUAJIRA  I.E. NUESTRA SEÑORA DEL PILAR  DIBULLA,Dibula,44090,44,TDD,La Guajira,11.23801416,-73.33876697,NA,NA,100,100,100,100,100,100,NA,NA,50,100,100,50,21.02455931843379,10.43665047157463,75.58738270818259
LA GUAJIRA  I. ETNOEDUCATIVA TÉCNICA EUSEBIO SEPTIMIO MARI  MANAURE,Manaure,44560,44,TDD,La Guajira,11.640102166153847,-72.6448492723077,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
BOYACÁ  ESE CENTRO DE SALUD SACHICA  SACHICA,Sáchica,15638,15,TDD,Boyacá,5.583592497,-73.54263447,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
BOYACÁ  ESE SALUD PAZ DE RÍO,Paz de Río,15537,15,TDD,Boyacá,6.0056405535,-72.746506895,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
NARIÑO  CONTRALORÍA GENERAL DE NARIÑO,Pasto,52001,52,TDM1,Nariño,1.207692,-77.281705,NA,NA,0,0,100,100,NA,NA,NA,NA,0,NA,NA,100,27.61049723756906,13.705928607132941,42.66455323058775
NARIÑO  ESE CENTRO DE SALUD SANTIAGO APÓSTOL  IMUÉS,Imués,52354,52,TDD,Nariño,1.0486029376000001,-77.489503622,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
SANTANDER  ALC. CONFINES,Confines,68209,68,TDM6,Santander,6.35732749,-73.24055388,NA,NA,100,100,50,65.35324655064022,0,65.35324583910125,NA,NA,0,100,100,0,0,0,46.85029514096729
SANTANDER  ALC. GALÁN,Galán,68296,68,TDM6,Santander,6.638415002,-73.28776473,NA,NA,100,100,50,50.20280982430093,0,50.20280303735819,NA,NA,0,100,100,0,0,0,45.472982711300084
SANTANDER  ALC. JORDÁN,Jordán,68370,68,TDM2,Santander,6.732727095,-73.09605306,NA,NA,100,100,50,61.38360665266125,0,61.38360616321326,NA,NA,0,100,100,0,0,0,46.48941878660557
SANTANDER  ESE HOSP. SAN JUAN DE DIOS  GALÁN,Galán,68296,68,TDD,Santander,6.638415002,-73.28776473,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
SANTANDER  ESE HOSP. INTEGRADO SAN VICENTE DE PAUL  ONZAGA,Onzaga,68502,68,TDD,Santander,6.37439729675,-72.8049856075,NA,NA,100,100,62.5,50.00398456492958,50,50.003983953204866,NA,NA,50,100,100,25,0,0,57.95490768772087
CUNDINAMARCA  ALC. BELTRÁN,Beltrán,25086,25,TDM6,Cundinamarca,4.725358554,-74.76951087750001,NA,NA,0,0,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,25
INSTITUCION EDUCATIVA DISTRITAL MANUELA AYALA DE GAITAN - UNIDAD CONTRACTUAL,Bogotá D.C.,11001,11,Territorial,Bogotá D.C.,4.3168398514615385,-74.20605366615385,34,95.92814371257485,0,0,100,100,NA,NA,15,81.0126582278481,0,NA,NA,NA,0,0,41.88231132671366
DEPARTAMENTO DE SANTANDER - SECRETARIA DE DESARROLLO,Bucaramanga,68001,68,Territorial,Santander,7.172108315333333,-73.12675052833333,17,97.96407185628743,0,0,100,100,NA,NA,2,97.46835443037975,0,NA,NA,NA,0,0,43.93693625407413
LA GUAJIRA  PERSONERÍA MPAL. DE MANAURE,Manaure,44560,44,TDD,La Guajira,11.640102166153847,-72.6448492723077,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
CORPORACION AGENCIA NACIONAL DE GOBIERNO DIGITAL - CORPORACIÓN AGENCIA NACIONAL DE GOBIERNO DIGITAL,Bogotá D.C.,11001,11,Nacional,Bogotá D.C.,4.3168398514615385,-74.20605366615385,16,98.08383233532935,0,0,100,100,NA,NA,4,94.9367088607595,0,NA,NA,NA,0,0,43.66894902178765
TOLIMA  I.E.T. LOS ANDES  PLANADAS,Planadas,73555,73,TDD,Tolima,3.1797086825000003,-75.67183625625,NA,NA,100,100,50,68.69189783979809,0,68.69189690080366,NA,NA,0,100,100,0,0,0,47.153808894527096
HUILA  I.E. CASCAJAL  TIMANÁ,Timaná,41807,41,TDC,Huila,1.9581265801818182,-75.90429370636363,NA,NA,100,100,55.55555555555555,56.25397036172445,33.33333333333333,56.253969352084546,NA,NA,33.333333333333336,100,100,0,0,0,52.58874478035879
HUILA  I.E. IGNACIO ANDRADE  NEIVA,Neiva,41001,41,TDD,Huila,2.934249,-75.280831,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
CUNDINAMARCA  INST. MPAL. DE LA RECREACIÓN Y EL DEPORTE DE ZIPAQUIRÁ,Zipaquirá,25899,25,TDM2,Cundinamarca,5.028971823111111,-73.9945216337037,NA,NA,0,0,100,100,NA,NA,NA,NA,0,NA,NA,0,47.913273329227465,23.784283851682517,33.96219464761375
RISARALDA  CONTRALORÍA MPAL. DE DOSQUEBRADAS,Dosquebradas,66170,66,TDM1,Risaralda,4.833662528176471,-75.66663024882352,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
ICBF REGIONAL CORDOBA - ICBF REGIONAL CORDOBA,Montería,23001,23,Nacional,Córdoba,8.616615112442624,-75.9446825595082,39.5,95.26946107784431,0,0,50,51.83126232988258,0,51.83125083332205,19,75.9493670886076,0,100,100,NA,0,0,39.42084087469454
CASANARE I.E. INDIGENA ALEGAXU  HATO COROZAL,Hato Corozal,85125,85,TDD,Casanare,6.091407436461538,-71.47781053,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
